2020-05-02 01:14:36.491248    Name: HOMEPATH, Value: \Users\79016
2020-05-02 01:55:01.362569    Name: _OLD_VIRTUAL_PATH, Value: C:\Users\79016\AppData\Local\Programs\Python\Python37\Scripts\;C:\Users\79016\AppData\Local\Programs\Python\Python37\;C:\Users\79016\Desktop\Р?Р?Р?Р°С? РїР°РїРєР°\Scripts\;C:\Users\79016\Desktop\Р?Р?Р?Р°С? РїР°РїРєР°\;C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\iCLS\;C:\Program Files\Intel\Intel(R) Management Engine Components\iCLS\;C:\WINDOWS\system32;C:\WINDOWS;C:\WINDOWS\System32\Wbem;C:\WINDOWS\System32\WindowsPowerShell\v1.0\;C:\WINDOWS\System32\OpenSSH\;C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\DAL;C:\Program Files\Intel\Intel(R) Management Engine Components\DAL;C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\IPT;C:\Program Files\Intel\Intel(R) Management Engine Components\IPT;C:\Program Files\Intel\WiFi\bin\;C:\Program Files\Common Files\Intel\WirelessCommon\;C:\WINDOWS\system32\config\systemprofile\.dnx\bin;C:\Program Files\Microsoft DNX\Dnvm\;C:\Program Files\Microsoft SQL Server\130\Tools\Binn\;C:\Program Files\Common Files\Autodesk Shared\;C:\Program Files (x86)\Autodesk\Backburner\;C:\Users\79016\Git\cmd;C:\Program Files\MySQL\MySQL Shell 8.0\bin\;C:\Users\79016\AppData\Local\Microsoft\WindowsApps;C:\Users\79016\AppData\Local\Programs\Microsoft VS Code\bin

2020-05-02 01:55:05.449704    Name: HOMEPATH, Value: \Users\79016

2020-05-02 01:55:05.449704    Name: MYSQLCONNECTOR_ASSEMBLIESPATH, Value: C:\Program Files (x86)\MySQL\Connector NET 8.0\Assemblies\v4.5.2

2020-05-02 01:55:05.449704    Name: Path, Value: C:\Users\79016\venv\Scripts;C:\Users\79016\AppData\Local\Programs\Python\Python37\Scripts\;C:\Users\79016\AppData\Local\Programs\Python\Python37\;C:\Users\79016\Desktop\Р?Р?Р?Р°С? РїР°РїРєР°\Scripts\;C:\Users\79016\Desktop\Р?Р?Р?Р°С? РїР°РїРєР°\;C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\iCLS\;C:\Program Files\Intel\Intel(R) Management Engine Components\iCLS\;C:\WINDOWS\system32;C:\WINDOWS;C:\WINDOWS\System32\Wbem;C:\WINDOWS\System32\WindowsPowerShell\v1.0\;C:\WINDOWS\System32\OpenSSH\;C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\DAL;C:\Program Files\Intel\Intel(R) Management Engine Components\DAL;C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\IPT;C:\Program Files\Intel\Intel(R) Management Engine Components\IPT;C:\Program Files\Intel\WiFi\bin\;C:\Program Files\Common Files\Intel\WirelessCommon\;C:\WINDOWS\system32\config\systemprofile\.dnx\bin;C:\Program Files\Microsoft DNX\Dnvm\;C:\Program Files\Microsoft SQL Server\130\Tools\Binn\;C:\Program Files\Common Files\Autodesk Shared\;C:\Program Files (x86)\Autodesk\Backburner\;C:\Users\79016\Git\cmd;C:\Program Files\MySQL\MySQL Shell 8.0\bin\;C:\Users\79016\AppData\Local\Microsoft\WindowsApps;C:\Users\79016\AppData\Local\Programs\Microsoft VS Code\bin

2020-05-02 01:55:05.450700    Name: PATHEXT, Value: .COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC;.PY;.PYW

2020-05-02 01:55:05.450700    Name: PSModulePath, Value: C:\Program Files\WindowsPowerShell\Modules;C:\WINDOWS\system32\WindowsPowerShell\v1.0\Modules

2020-05-02 01:55:05.450700    Name: PYTHONPATH, Value: C:\Users\79016

2020-05-02 01:55:05.451699    Name: VBOX_MSI_INSTALL_PATH, Value: C:\Program Files\Oracle\VirtualBox\

2020-05-02 01:55:05.451699    Name: _OLD_VIRTUAL_PATH, Value: C:\Users\79016\AppData\Local\Programs\Python\Python37\Scripts\;C:\Users\79016\AppData\Local\Programs\Python\Python37\;C:\Users\79016\Desktop\Р?Р?Р?Р°С? РїР°РїРєР°\Scripts\;C:\Users\79016\Desktop\Р?Р?Р?Р°С? РїР°РїРєР°\;C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\iCLS\;C:\Program Files\Intel\Intel(R) Management Engine Components\iCLS\;C:\WINDOWS\system32;C:\WINDOWS;C:\WINDOWS\System32\Wbem;C:\WINDOWS\System32\WindowsPowerShell\v1.0\;C:\WINDOWS\System32\OpenSSH\;C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\DAL;C:\Program Files\Intel\Intel(R) Management Engine Components\DAL;C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\IPT;C:\Program Files\Intel\Intel(R) Management Engine Components\IPT;C:\Program Files\Intel\WiFi\bin\;C:\Program Files\Common Files\Intel\WirelessCommon\;C:\WINDOWS\system32\config\systemprofile\.dnx\bin;C:\Program Files\Microsoft DNX\Dnvm\;C:\Program Files\Microsoft SQL Server\130\Tools\Binn\;C:\Program Files\Common Files\Autodesk Shared\;C:\Program Files (x86)\Autodesk\Backburner\;C:\Users\79016\Git\cmd;C:\Program Files\MySQL\MySQL Shell 8.0\bin\;C:\Users\79016\AppData\Local\Microsoft\WindowsApps;C:\Users\79016\AppData\Local\Programs\Microsoft VS Code\bin

2020-05-02 01:55:37.477181    Name: HOMEPATH, Value: \Users\79016

2020-05-02 01:55:37.477181    Name: MYSQLCONNECTOR_ASSEMBLIESPATH, Value: C:\Program Files (x86)\MySQL\Connector NET 8.0\Assemblies\v4.5.2

2020-05-02 01:55:37.478179    Name: Path, Value: C:\Users\79016\venv\Scripts;C:\Users\79016\AppData\Local\Programs\Python\Python37\Scripts\;C:\Users\79016\AppData\Local\Programs\Python\Python37\;C:\Users\79016\Desktop\Р?Р?Р?Р°С? РїР°РїРєР°\Scripts\;C:\Users\79016\Desktop\Р?Р?Р?Р°С? РїР°РїРєР°\;C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\iCLS\;C:\Program Files\Intel\Intel(R) Management Engine Components\iCLS\;C:\WINDOWS\system32;C:\WINDOWS;C:\WINDOWS\System32\Wbem;C:\WINDOWS\System32\WindowsPowerShell\v1.0\;C:\WINDOWS\System32\OpenSSH\;C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\DAL;C:\Program Files\Intel\Intel(R) Management Engine Components\DAL;C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\IPT;C:\Program Files\Intel\Intel(R) Management Engine Components\IPT;C:\Program Files\Intel\WiFi\bin\;C:\Program Files\Common Files\Intel\WirelessCommon\;C:\WINDOWS\system32\config\systemprofile\.dnx\bin;C:\Program Files\Microsoft DNX\Dnvm\;C:\Program Files\Microsoft SQL Server\130\Tools\Binn\;C:\Program Files\Common Files\Autodesk Shared\;C:\Program Files (x86)\Autodesk\Backburner\;C:\Users\79016\Git\cmd;C:\Program Files\MySQL\MySQL Shell 8.0\bin\;C:\Users\79016\AppData\Local\Microsoft\WindowsApps;C:\Users\79016\AppData\Local\Programs\Microsoft VS Code\bin

2020-05-02 01:55:37.478179    Name: PATHEXT, Value: .COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC;.PY;.PYW

2020-05-02 01:55:37.479176    Name: PSModulePath, Value: C:\Program Files\WindowsPowerShell\Modules;C:\WINDOWS\system32\WindowsPowerShell\v1.0\Modules

2020-05-02 01:55:37.479176    Name: PYTHONPATH, Value: C:\Users\79016

2020-05-02 01:55:37.479176    Name: VBOX_MSI_INSTALL_PATH, Value: C:\Program Files\Oracle\VirtualBox\

2020-05-02 01:55:37.480175    Name: _OLD_VIRTUAL_PATH, Value: C:\Users\79016\AppData\Local\Programs\Python\Python37\Scripts\;C:\Users\79016\AppData\Local\Programs\Python\Python37\;C:\Users\79016\Desktop\Р?Р?Р?Р°С? РїР°РїРєР°\Scripts\;C:\Users\79016\Desktop\Р?Р?Р?Р°С? РїР°РїРєР°\;C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\iCLS\;C:\Program Files\Intel\Intel(R) Management Engine Components\iCLS\;C:\WINDOWS\system32;C:\WINDOWS;C:\WINDOWS\System32\Wbem;C:\WINDOWS\System32\WindowsPowerShell\v1.0\;C:\WINDOWS\System32\OpenSSH\;C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\DAL;C:\Program Files\Intel\Intel(R) Management Engine Components\DAL;C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\IPT;C:\Program Files\Intel\Intel(R) Management Engine Components\IPT;C:\Program Files\Intel\WiFi\bin\;C:\Program Files\Common Files\Intel\WirelessCommon\;C:\WINDOWS\system32\config\systemprofile\.dnx\bin;C:\Program Files\Microsoft DNX\Dnvm\;C:\Program Files\Microsoft SQL Server\130\Tools\Binn\;C:\Program Files\Common Files\Autodesk Shared\;C:\Program Files (x86)\Autodesk\Backburner\;C:\Users\79016\Git\cmd;C:\Program Files\MySQL\MySQL Shell 8.0\bin\;C:\Users\79016\AppData\Local\Microsoft\WindowsApps;C:\Users\79016\AppData\Local\Programs\Microsoft VS Code\bin

2020-05-02 01:55:47.169296    Name: HOMEPATH, Value: \Users\79016

2020-05-02 01:55:47.169296    Name: MYSQLCONNECTOR_ASSEMBLIESPATH, Value: C:\Program Files (x86)\MySQL\Connector NET 8.0\Assemblies\v4.5.2

2020-05-02 01:55:47.170256    Name: Path, Value: C:\Users\79016\venv\Scripts;C:\Users\79016\AppData\Local\Programs\Python\Python37\Scripts\;C:\Users\79016\AppData\Local\Programs\Python\Python37\;C:\Users\79016\Desktop\Р?Р?Р?Р°С? РїР°РїРєР°\Scripts\;C:\Users\79016\Desktop\Р?Р?Р?Р°С? РїР°РїРєР°\;C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\iCLS\;C:\Program Files\Intel\Intel(R) Management Engine Components\iCLS\;C:\WINDOWS\system32;C:\WINDOWS;C:\WINDOWS\System32\Wbem;C:\WINDOWS\System32\WindowsPowerShell\v1.0\;C:\WINDOWS\System32\OpenSSH\;C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\DAL;C:\Program Files\Intel\Intel(R) Management Engine Components\DAL;C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\IPT;C:\Program Files\Intel\Intel(R) Management Engine Components\IPT;C:\Program Files\Intel\WiFi\bin\;C:\Program Files\Common Files\Intel\WirelessCommon\;C:\WINDOWS\system32\config\systemprofile\.dnx\bin;C:\Program Files\Microsoft DNX\Dnvm\;C:\Program Files\Microsoft SQL Server\130\Tools\Binn\;C:\Program Files\Common Files\Autodesk Shared\;C:\Program Files (x86)\Autodesk\Backburner\;C:\Users\79016\Git\cmd;C:\Program Files\MySQL\MySQL Shell 8.0\bin\;C:\Users\79016\AppData\Local\Microsoft\WindowsApps;C:\Users\79016\AppData\Local\Programs\Microsoft VS Code\bin

2020-05-02 01:55:47.170256    Name: PATHEXT, Value: .COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC;.PY;.PYW

2020-05-02 01:55:47.171252    Name: PSModulePath, Value: C:\Program Files\WindowsPowerShell\Modules;C:\WINDOWS\system32\WindowsPowerShell\v1.0\Modules

2020-05-02 01:55:47.171252    Name: PYTHONPATH, Value: C:\Users\79016

2020-05-02 01:55:47.171252    Name: VBOX_MSI_INSTALL_PATH, Value: C:\Program Files\Oracle\VirtualBox\

2020-05-02 01:55:47.172251    Name: _OLD_VIRTUAL_PATH, Value: C:\Users\79016\AppData\Local\Programs\Python\Python37\Scripts\;C:\Users\79016\AppData\Local\Programs\Python\Python37\;C:\Users\79016\Desktop\Р?Р?Р?Р°С? РїР°РїРєР°\Scripts\;C:\Users\79016\Desktop\Р?Р?Р?Р°С? РїР°РїРєР°\;C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\iCLS\;C:\Program Files\Intel\Intel(R) Management Engine Components\iCLS\;C:\WINDOWS\system32;C:\WINDOWS;C:\WINDOWS\System32\Wbem;C:\WINDOWS\System32\WindowsPowerShell\v1.0\;C:\WINDOWS\System32\OpenSSH\;C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\DAL;C:\Program Files\Intel\Intel(R) Management Engine Components\DAL;C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\IPT;C:\Program Files\Intel\Intel(R) Management Engine Components\IPT;C:\Program Files\Intel\WiFi\bin\;C:\Program Files\Common Files\Intel\WirelessCommon\;C:\WINDOWS\system32\config\systemprofile\.dnx\bin;C:\Program Files\Microsoft DNX\Dnvm\;C:\Program Files\Microsoft SQL Server\130\Tools\Binn\;C:\Program Files\Common Files\Autodesk Shared\;C:\Program Files (x86)\Autodesk\Backburner\;C:\Users\79016\Git\cmd;C:\Program Files\MySQL\MySQL Shell 8.0\bin\;C:\Users\79016\AppData\Local\Microsoft\WindowsApps;C:\Users\79016\AppData\Local\Programs\Microsoft VS Code\bin

2020-05-02 01:56:01.251246    Name: HOMEPATH, Value: \Users\79016

2020-05-02 01:56:01.252243    Name: MYSQLCONNECTOR_ASSEMBLIESPATH, Value: C:\Program Files (x86)\MySQL\Connector NET 8.0\Assemblies\v4.5.2

2020-05-02 01:56:01.252243    Name: Path, Value: C:\Users\79016\venv\Scripts;C:\Users\79016\AppData\Local\Programs\Python\Python37\Scripts\;C:\Users\79016\AppData\Local\Programs\Python\Python37\;C:\Users\79016\Desktop\Р?Р?Р?Р°С? РїР°РїРєР°\Scripts\;C:\Users\79016\Desktop\Р?Р?Р?Р°С? РїР°РїРєР°\;C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\iCLS\;C:\Program Files\Intel\Intel(R) Management Engine Components\iCLS\;C:\WINDOWS\system32;C:\WINDOWS;C:\WINDOWS\System32\Wbem;C:\WINDOWS\System32\WindowsPowerShell\v1.0\;C:\WINDOWS\System32\OpenSSH\;C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\DAL;C:\Program Files\Intel\Intel(R) Management Engine Components\DAL;C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\IPT;C:\Program Files\Intel\Intel(R) Management Engine Components\IPT;C:\Program Files\Intel\WiFi\bin\;C:\Program Files\Common Files\Intel\WirelessCommon\;C:\WINDOWS\system32\config\systemprofile\.dnx\bin;C:\Program Files\Microsoft DNX\Dnvm\;C:\Program Files\Microsoft SQL Server\130\Tools\Binn\;C:\Program Files\Common Files\Autodesk Shared\;C:\Program Files (x86)\Autodesk\Backburner\;C:\Users\79016\Git\cmd;C:\Program Files\MySQL\MySQL Shell 8.0\bin\;C:\Users\79016\AppData\Local\Microsoft\WindowsApps;C:\Users\79016\AppData\Local\Programs\Microsoft VS Code\bin

2020-05-02 01:56:01.253240    Name: PATHEXT, Value: .COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC;.PY;.PYW

2020-05-02 01:56:01.253240    Name: PSModulePath, Value: C:\Program Files\WindowsPowerShell\Modules;C:\WINDOWS\system32\WindowsPowerShell\v1.0\Modules

2020-05-02 01:56:01.254237    Name: PYTHONPATH, Value: C:\Users\79016

2020-05-02 01:56:01.254237    Name: VBOX_MSI_INSTALL_PATH, Value: C:\Program Files\Oracle\VirtualBox\

2020-05-02 01:56:01.255235    Name: _OLD_VIRTUAL_PATH, Value: C:\Users\79016\AppData\Local\Programs\Python\Python37\Scripts\;C:\Users\79016\AppData\Local\Programs\Python\Python37\;C:\Users\79016\Desktop\Р?Р?Р?Р°С? РїР°РїРєР°\Scripts\;C:\Users\79016\Desktop\Р?Р?Р?Р°С? РїР°РїРєР°\;C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\iCLS\;C:\Program Files\Intel\Intel(R) Management Engine Components\iCLS\;C:\WINDOWS\system32;C:\WINDOWS;C:\WINDOWS\System32\Wbem;C:\WINDOWS\System32\WindowsPowerShell\v1.0\;C:\WINDOWS\System32\OpenSSH\;C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\DAL;C:\Program Files\Intel\Intel(R) Management Engine Components\DAL;C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\IPT;C:\Program Files\Intel\Intel(R) Management Engine Components\IPT;C:\Program Files\Intel\WiFi\bin\;C:\Program Files\Common Files\Intel\WirelessCommon\;C:\WINDOWS\system32\config\systemprofile\.dnx\bin;C:\Program Files\Microsoft DNX\Dnvm\;C:\Program Files\Microsoft SQL Server\130\Tools\Binn\;C:\Program Files\Common Files\Autodesk Shared\;C:\Program Files (x86)\Autodesk\Backburner\;C:\Users\79016\Git\cmd;C:\Program Files\MySQL\MySQL Shell 8.0\bin\;C:\Users\79016\AppData\Local\Microsoft\WindowsApps;C:\Users\79016\AppData\Local\Programs\Microsoft VS Code\bin

2020-05-02 01:56:18.885404    Name: HOMEPATH, Value: \Users\79016

2020-05-02 01:56:18.885404    Name: MYSQLCONNECTOR_ASSEMBLIESPATH, Value: C:\Program Files (x86)\MySQL\Connector NET 8.0\Assemblies\v4.5.2

2020-05-02 01:56:18.885404    Name: Path, Value: C:\Users\79016\venv\Scripts;C:\Users\79016\AppData\Local\Programs\Python\Python37\Scripts\;C:\Users\79016\AppData\Local\Programs\Python\Python37\;C:\Users\79016\Desktop\Р?Р?Р?Р°С? РїР°РїРєР°\Scripts\;C:\Users\79016\Desktop\Р?Р?Р?Р°С? РїР°РїРєР°\;C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\iCLS\;C:\Program Files\Intel\Intel(R) Management Engine Components\iCLS\;C:\WINDOWS\system32;C:\WINDOWS;C:\WINDOWS\System32\Wbem;C:\WINDOWS\System32\WindowsPowerShell\v1.0\;C:\WINDOWS\System32\OpenSSH\;C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\DAL;C:\Program Files\Intel\Intel(R) Management Engine Components\DAL;C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\IPT;C:\Program Files\Intel\Intel(R) Management Engine Components\IPT;C:\Program Files\Intel\WiFi\bin\;C:\Program Files\Common Files\Intel\WirelessCommon\;C:\WINDOWS\system32\config\systemprofile\.dnx\bin;C:\Program Files\Microsoft DNX\Dnvm\;C:\Program Files\Microsoft SQL Server\130\Tools\Binn\;C:\Program Files\Common Files\Autodesk Shared\;C:\Program Files (x86)\Autodesk\Backburner\;C:\Users\79016\Git\cmd;C:\Program Files\MySQL\MySQL Shell 8.0\bin\;C:\Users\79016\AppData\Local\Microsoft\WindowsApps;C:\Users\79016\AppData\Local\Programs\Microsoft VS Code\bin

2020-05-02 01:56:18.886401    Name: PATHEXT, Value: .COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC;.PY;.PYW

2020-05-02 01:56:18.886401    Name: PSModulePath, Value: C:\Program Files\WindowsPowerShell\Modules;C:\WINDOWS\system32\WindowsPowerShell\v1.0\Modules

2020-05-02 01:56:18.886401    Name: PYTHONPATH, Value: C:\Users\79016

2020-05-02 01:56:18.887398    Name: VBOX_MSI_INSTALL_PATH, Value: C:\Program Files\Oracle\VirtualBox\

2020-05-02 01:56:18.887398    Name: _OLD_VIRTUAL_PATH, Value: C:\Users\79016\AppData\Local\Programs\Python\Python37\Scripts\;C:\Users\79016\AppData\Local\Programs\Python\Python37\;C:\Users\79016\Desktop\Р?Р?Р?Р°С? РїР°РїРєР°\Scripts\;C:\Users\79016\Desktop\Р?Р?Р?Р°С? РїР°РїРєР°\;C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\iCLS\;C:\Program Files\Intel\Intel(R) Management Engine Components\iCLS\;C:\WINDOWS\system32;C:\WINDOWS;C:\WINDOWS\System32\Wbem;C:\WINDOWS\System32\WindowsPowerShell\v1.0\;C:\WINDOWS\System32\OpenSSH\;C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\DAL;C:\Program Files\Intel\Intel(R) Management Engine Components\DAL;C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\IPT;C:\Program Files\Intel\Intel(R) Management Engine Components\IPT;C:\Program Files\Intel\WiFi\bin\;C:\Program Files\Common Files\Intel\WirelessCommon\;C:\WINDOWS\system32\config\systemprofile\.dnx\bin;C:\Program Files\Microsoft DNX\Dnvm\;C:\Program Files\Microsoft SQL Server\130\Tools\Binn\;C:\Program Files\Common Files\Autodesk Shared\;C:\Program Files (x86)\Autodesk\Backburner\;C:\Users\79016\Git\cmd;C:\Program Files\MySQL\MySQL Shell 8.0\bin\;C:\Users\79016\AppData\Local\Microsoft\WindowsApps;C:\Users\79016\AppData\Local\Programs\Microsoft VS Code\bin

2020-05-02 02:06:41.260713    Name: HOMEPATH, Value: \Users\79016

2020-05-02 02:06:41.260713    Name: MYSQLCONNECTOR_ASSEMBLIESPATH, Value: C:\Program Files (x86)\MySQL\Connector NET 8.0\Assemblies\v4.5.2

2020-05-02 02:06:41.261710    Name: Path, Value: C:\Users\79016\venv\Scripts;C:\Users\79016\AppData\Local\Programs\Python\Python37\Scripts\;C:\Users\79016\AppData\Local\Programs\Python\Python37\;C:\Users\79016\Desktop\Р?Р?Р?Р°С? РїР°РїРєР°\Scripts\;C:\Users\79016\Desktop\Р?Р?Р?Р°С? РїР°РїРєР°\;C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\iCLS\;C:\Program Files\Intel\Intel(R) Management Engine Components\iCLS\;C:\WINDOWS\system32;C:\WINDOWS;C:\WINDOWS\System32\Wbem;C:\WINDOWS\System32\WindowsPowerShell\v1.0\;C:\WINDOWS\System32\OpenSSH\;C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\DAL;C:\Program Files\Intel\Intel(R) Management Engine Components\DAL;C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\IPT;C:\Program Files\Intel\Intel(R) Management Engine Components\IPT;C:\Program Files\Intel\WiFi\bin\;C:\Program Files\Common Files\Intel\WirelessCommon\;C:\WINDOWS\system32\config\systemprofile\.dnx\bin;C:\Program Files\Microsoft DNX\Dnvm\;C:\Program Files\Microsoft SQL Server\130\Tools\Binn\;C:\Program Files\Common Files\Autodesk Shared\;C:\Program Files (x86)\Autodesk\Backburner\;C:\Users\79016\Git\cmd;C:\Program Files\MySQL\MySQL Shell 8.0\bin\;C:\Users\79016\AppData\Local\Microsoft\WindowsApps;C:\Users\79016\AppData\Local\Programs\Microsoft VS Code\bin

2020-05-02 02:06:41.261710    Name: PATHEXT, Value: .COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC;.PY;.PYW

2020-05-02 02:06:41.262706    Name: PSModulePath, Value: C:\Program Files\WindowsPowerShell\Modules;C:\WINDOWS\system32\WindowsPowerShell\v1.0\Modules

2020-05-02 02:06:41.262706    Name: PYTHONPATH, Value: C:\Users\79016

2020-05-02 02:06:41.262706    Name: VBOX_MSI_INSTALL_PATH, Value: C:\Program Files\Oracle\VirtualBox\

2020-05-02 02:06:41.263705    Name: _OLD_VIRTUAL_PATH, Value: C:\Users\79016\AppData\Local\Programs\Python\Python37\Scripts\;C:\Users\79016\AppData\Local\Programs\Python\Python37\;C:\Users\79016\Desktop\Р?Р?Р?Р°С? РїР°РїРєР°\Scripts\;C:\Users\79016\Desktop\Р?Р?Р?Р°С? РїР°РїРєР°\;C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\iCLS\;C:\Program Files\Intel\Intel(R) Management Engine Components\iCLS\;C:\WINDOWS\system32;C:\WINDOWS;C:\WINDOWS\System32\Wbem;C:\WINDOWS\System32\WindowsPowerShell\v1.0\;C:\WINDOWS\System32\OpenSSH\;C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\DAL;C:\Program Files\Intel\Intel(R) Management Engine Components\DAL;C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\IPT;C:\Program Files\Intel\Intel(R) Management Engine Components\IPT;C:\Program Files\Intel\WiFi\bin\;C:\Program Files\Common Files\Intel\WirelessCommon\;C:\WINDOWS\system32\config\systemprofile\.dnx\bin;C:\Program Files\Microsoft DNX\Dnvm\;C:\Program Files\Microsoft SQL Server\130\Tools\Binn\;C:\Program Files\Common Files\Autodesk Shared\;C:\Program Files (x86)\Autodesk\Backburner\;C:\Users\79016\Git\cmd;C:\Program Files\MySQL\MySQL Shell 8.0\bin\;C:\Users\79016\AppData\Local\Microsoft\WindowsApps;C:\Users\79016\AppData\Local\Programs\Microsoft VS Code\bin

2020-05-02 02:16:56.143077    Name: HOMEPATH, Value: \Users\79016

2020-05-02 02:16:56.143077    Name: MYSQLCONNECTOR_ASSEMBLIESPATH, Value: C:\Program Files (x86)\MySQL\Connector NET 8.0\Assemblies\v4.5.2

2020-05-02 02:16:56.143077    Name: Path, Value: C:\Users\79016\AppData\Local\Programs\Python\Python37\Scripts\;C:\Users\79016\AppData\Local\Programs\Python\Python37\;C:\Users\79016\Desktop\Новая папка\Scripts\;C:\Users\79016\Desktop\Новая папка\;C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\iCLS\;C:\Program Files\Intel\Intel(R) Management Engine Components\iCLS\;C:\WINDOWS\system32;C:\WINDOWS;C:\WINDOWS\System32\Wbem;C:\WINDOWS\System32\WindowsPowerShell\v1.0\;C:\WINDOWS\System32\OpenSSH\;C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\DAL;C:\Program Files\Intel\Intel(R) Management Engine Components\DAL;C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\IPT;C:\Program Files\Intel\Intel(R) Management Engine Components\IPT;C:\Program Files\Intel\WiFi\bin\;C:\Program Files\Common Files\Intel\WirelessCommon\;C:\WINDOWS\system32\config\systemprofile\.dnx\bin;C:\Program Files\Microsoft DNX\Dnvm\;C:\Program Files\Microsoft SQL Server\130\Tools\Binn\;C:\Program Files\Common Files\Autodesk Shared\;C:\Program Files (x86)\Autodesk\Backburner\;C:\Users\79016\Git\cmd;C:\Program Files\MySQL\MySQL Shell 8.0\bin\;C:\Users\79016\AppData\Local\Microsoft\WindowsApps;C:\Users\79016\AppData\Local\Programs\Microsoft VS Code\bin

2020-05-02 02:16:56.144074    Name: PATHEXT, Value: .COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC;.PY;.PYW;.CPL

2020-05-02 02:16:56.144074    Name: PSModulePath, Value: C:\Users\79016\Documents\WindowsPowerShell\Modules;C:\Program Files\WindowsPowerShell\Modules;C:\WINDOWS\system32\WindowsPowerShell\v1.0\Modules

2020-05-02 02:16:56.145072    Name: VBOX_MSI_INSTALL_PATH, Value: C:\Program Files\Oracle\VirtualBox\

2020-05-02 02:17:06.192817    Name: HOMEPATH, Value: \Users\79016

2020-05-02 02:17:06.192817    Name: MYSQLCONNECTOR_ASSEMBLIESPATH, Value: C:\Program Files (x86)\MySQL\Connector NET 8.0\Assemblies\v4.5.2

